Price,Date,Lat,Lng,Housing,Floors,House,Rooms,Floor,Area
2750,102,56.298152,44.036987,0,5,Brick,1,5,32
3756,102,56.345389,43.832468,1,10,Brick,3,7,74.6
4450,102,56.366096,43.801754,0,10,Brick,4,10,110
3850,102,56.326887,44.005986,0,9,Brick,3,5,56
2260,102,56.306962,43.929621,1,20,Brick,1,19,40
2350,102,56.326887,44.005986,0,5,Brick,1,4,30
3550,102,56.229847,43.957217,0,9,Brick,3,9,59
2300,102,56.326887,44.005986,0,5,Brick,1,1,31
3900,102,56.299021,44.066551,0,9,Brick,2,4,45
3100,102,56.23406,43.965832,1,10,Brick,1,5,40
3900,102,56.30044,44.034391,0,9,Brick,3,1,60
2078.68,102,56.324463,44.001888,1,14,Brick,1,13,33
2050,102,56.288711,43.988936,0,6,Brick,1,6,30
4200,102,56.257023,43.98201,1,18,Brick,2,7,64
5500,102,56.326887,44.005986,0,9,Brick,3,8,57
4250,102,56.255447,43.970144,0,5,Brick,2,2,55.3
2100,102,56.283979,44.051028,0,5,Brick,1,5,30
3100,102,56.285233,44.048405,0,5,Brick,2,2,50
1700,102,56.306168,43.943491,0,3,Brick,1,2,32
3450,102,56.326887,44.005986,0,9,Brick,3,4,57
5250,102,56.341363,43.9404,0,17,Brick,2,7,62
2300,102,56.324463,44.001888,0,2,Brick,3,2,56
1830,102,56.234925,43.871212,0,9,Brick,1,5,34
2887.7,101,56.260853,44.0152,0,17,Brick,1,3,43.1
3100,101,56.29594,44.026585,0,9,Brick,2,7,44
2750,101,56.266262,44.076656,0,5,Brick,1,2,32
4900,101,56.283375,44.043983,0,9,Brick,3,7,78
1800,101,56.270302,43.878345,0,9,Brick,1,1,35
4000,101,56.309933,43.98024,0,10,Brick,1,5,51
2800,101,56.29402,44.000336,0,3,Brick,3,3,38.7
2700,101,56.288521,44.073128,0,5,Brick,1,3,35
3500,102,56.272285,43.917125,0,17,Monolithic,1,6,44
3450,102,56.255447,43.970144,0,25,Brick,1,5,38
3050,102,56.194979,43.854216,0,2,Brick,2,1,67.2
1400,102,56.288124,43.876995,0,5,Brick,1,2,18
2400,102,56.328842,43.9232,0,5,Brick,2,4,47
1780,102,56.30828,43.942215,0,2,Brick,1,1,33.8
1600,102,56.275337,43.93087,0,3,Brick,2,2,36.4
3100,97,56.34596,43.87158,0,5,Brick,2,1,60
1971,97,56.322564,43.97495,0,3,Brick,2,1,45.2
2350,97,56.3208,43.92556,0,10,Brick,1,2,45
2700,97,56.293027,44.038056,0,5,Brick,2,4,43
1800,97,56.270302,43.878345,0,9,Brick,1,1,35
4800,97,56.358622,43.855456,0,6,Brick,1,4,55.5
3400,97,56.294641,44.039341,0,5,Brick,2,3,44.5
1650,97,56.334617,43.912373,0,9,Brick,1,7,23
2450,97,56.223081,43.953902,0,10,Brick,1,1,35.3
4000,97,56.312974,44.050166,0,9,Brick,2,3,50
1600,97,56.336972,43.922353,0,9,Brick,1,5,23
2950,97,56.284469,44.066775,0,9,Brick,2,1,52
2480,97,56.285813,44.047264,0,5,Brick,2,1,45
2500,97,56.309399,43.816181,0,5,Brick,2,1,51.5
3600,97,56.315411,44.027115,0,10,Brick,1,5,36
2500,97,56.205911,43.811052,0,3,Monolithic,2,3,54
5300,97,56.238202,43.955115,0,25,Brick,2,2,60
4400,97,56.293422,43.933034,0,5,Brick,3,5,73.3
1900,97,56.286697,43.984571,0,18,Brick,1,6,55
3100,97,56.296179,44.026297,0,9,Panel,2,2,44
5300,97,56.28972,44.075471,0,10,Brick,3,4,77
1900,97,56.310742,44.001351,0,12,Brick,1,6,57
950,98,56.30046,43.938586,0,2,Brick,1,1,34
3300,98,56.299756,43.938056,0,5,Brick,3,4,53
2200,98,56.3,44.046752,0,5,Panel,1,5,33
4290,98,56.32682,43.928875,0,10,Brick,3,1,69
1900,100,56.290969,43.994201,0,4,Brick,2,2,43
1800,100,56.363858,43.815615,0,9,Panel,1,2,38.5
1900,100,56.310742,44.001351,0,12,Brick,1,6,57
3600,100,56.240768,43.83528,0,5,Panel,3,4,65
4600,100,56.307132,43.997955,0,16,Brick,1,7,67
1850,100,56.257988,43.871715,0,5,Brick,1,1,33
3300,100,56.285833,43.928056,0,9,Brick,2,6,47
2600,100,56.262558,43.908493,0,5,Brick,1,2,47
1800,100,56.309555,43.803452,0,3,Brick,2,1,37
1800,99,56.324463,44.001888,0,5,Brick,2,1,45
2500,100,56.298592,43.943268,0,1,Brick,1,1,32.6
1100,99,56.345883,43.865526,0,5,Brick,1,5,18
2900,99,56.281506,43.988972,0,5,Brick,2,3,42
7100,100,56.324657,43.98634,0,14,Brick,3,1,76
1750,100,56.268521,43.9344,0,2,Brick,1,1,33.2
2650,100,56.358991,43.84367,0,3,Brick,2,2,43.5
2600,100,56.291673,43.917628,0,5,Brick,2,4,43
3250,100,56.324463,44.001888,0,10,Brick,2,7,47
2450,100,56.359184,43.818687,0,5,Brick,2,2,39.4
2300,100,56.318915,44.002519,0,2,Brick,2,1,42
2800,100,56.311234,43.994747,0,4,Brick,2,3,35.6
3000,100,56.220974,43.83202,0,9,Brick,2,7,50
1900,100,56.229842,43.957208,0,9,Panel,1,8,25
3400,100,56.296179,44.026297,0,9,Brick,2,7,46
1800,101,56.324463,44.001888,0,1,Brick,2,1,47
1600,101,56.241667,43.858889,0,5,Brick,1,3,31
1099.555,101,56.255362,43.970099,1,8,Monolithic,1,4,32
3500,101,56.338352,43.835899,0,9,Brick,3,9,60.2
3250,101,56.326885,44.005985,0,9,Brick,2,5,46
2700,101,56.22961,43.86577,0,9,Brick,2,6,42
2200,101,56.237347,43.840427,0,10,Panel,1,2,32
3050,101,56.23669,43.95931,0,9,Brick,2,8,49
4200,101,56.32237,43.930916,0,12,Brick,2,8,63.7
5900,101,56.30446,43.997093,0,19,Monolithic,2,11,71
1900,101,56.240726,43.831013,0,10,Brick,1,9,30
3100,102,56.349769,43.865328,0,5,Brick,2,4,56
2350,102,56.3208,43.92556,0,10,Brick,1,2,45
4230,102,56.2769246213,44.0838732864,1,19,Monolithic,3,8,83
2300,102,56.273643,43.91204,0,5,Brick,2,1,45
2550,102,56.237697,43.871266,0,5,Brick,2,3,43
1800,102,56.270302,43.878345,0,9,Brick,1,1,35
8200,102,56.333375,43.954917,1,5,Brick,2,2,74
6200,102,56.326882,44.020018,0,4,Brick,3,3,68
2350,102,56.3208,43.92556,0,10,Brick,1,2,45
2250,102,56.330051,43.878066,0,5,Brick,2,5,43
11400,102,56.312899,44.017835,0,9,Brick,4,3,112
2100,102,56.233879,43.877806,0,9,Brick,1,7,35
1900,102,56.307846,43.939915,0,3,Brick,1,3,32.6
1600,102,56.324463,44.001888,0,2,Brick,2,1,29.5
2215,102,56.230892,43.839816,1,15,Brick,1,13,35.72
8600,102,56.323378,44.030951,1,5,Brick,3,3,101.6
2162,102,56.301189,43.946689,1,25,Brick,1,15,37.6
2595,102,56.218086,43.860441,0,17,Brick,1,16,42
4620,102,56.314182,43.993024,0,7,Brick,3,7,57
1565,102,56.218086,43.860441,0,17,Brick,1,17,18
3400,102,56.316199,44.030717,0,6,Brick,1,1,43.4
3700,102,56.326887,44.005986,0,9,Brick,3,3,62.4
3050,102,56.291653,44.068132,0,10,Brick,1,10,35
3814,102,56.313139,44.014395,1,17,Brick,1,12,48.9
6760.6,102,56.313139,44.014395,0,13,Brick,3,6,87.8
3494,102,56.296204,44.067862,1,10,Brick,2,2,59.6
3980,102,56.331189,43.963245,0,9,Brick,3,7,62
3800,102,56.31568,44.050004,0,9,Brick,2,1,52
2600,102,56.293322,44.024546,0,5,Brick,2,5,46.3
3087.36,102,56.348926,43.872712,0,17,Brick,1,3,42.88
4896.68,102,56.348926,43.872712,0,17,Brick,2,7,72.01
5843.63,102,56.308985,44.018455,1,17,Brick,2,12,73
6000,102,56.318042,44.063155,0,10,Brick,2,8,75
2236,102,56.296204,44.067862,1,10,Brick,1,9,35.5
3070.08,102,56.348926,43.872712,1,17,Brick,1,12,42.64
3920,102,56.296204,44.067862,1,10,Brick,3,3,67.8
5922.15,102,56.348926,43.872712,0,17,Brick,3,10,91.11
3700,102,56.352333,43.859516,0,9,Brick,3,5,60.6
5922.15,102,56.348926,43.872712,0,17,Brick,3,13,91.11
2300,102,56.328853,43.957127,0,5,Brick,1,2,30
2800,102,56.31232,44.048881,0,9,Panel,1,6,35
2750,102,56.26803,43.890175,0,5,Brick,4,5,63
2850,102,56.315196,44.045701,0,9,Brick,2,5,38
2250,102,56.240726,43.831013,0,10,Brick,1,4,32
2250,102,56.233649,43.878129,0,9,Panel,1,7,34.5
2100,102,56.246941,43.868239,0,5,Brick,2,1,42.6
2350,102,56.276559,43.911933,0,5,Brick,2,3,46
1900,102,56.330695,43.963433,0,3,Brick,2,1,37.7
3200,102,56.306168,43.943491,0,5,Brick,3,1,54
1890,72,56.23224,43.821842,0,9,Brick,1,2,34
2280,72,56.26749,43.870377,0,5,Brick,2,3,43.9
2330,73,56.325394,43.88253,0,3,Brick,2,3,45
5500,74,56.263256,44.011234,0,19,Brick,4,15,94.4
3100,74,56.234116,43.872227,0,9,Brick,2,1,50
3400,74,56.296577,44.02917,0,9,Brick,3,2,64
4300,74,56.32798,43.960003,0,9,Brick,3,2,58.5
3600,72,56.341362,43.9404,0,17,Brick,1,13,42
3728.8,75,56.31172,44.025093,0,17,Brick,1,17,47.2
3750,75,56.323933,43.871113,0,9,Brick,3,1,62
6500,75,56.341347,43.94405,0,5,Brick,4,3,90
6400,75,56.284466,44.073017,0,17,Brick,2,4,80
2050,83,56.23073,43.85745,0,9,Brick,2,9,35
8800,83,56.311012,43.991657,0,9,Brick,2,9,85
3100,82,56.232212,43.955215,0,5,Brick,2,4,51
1200,83,56.312717,43.845432,0,2,Brick,1,2,29
2370,83,56.311,43.88084,0,5,Brick,2,5,43
7700,83,56.30505,44.078903,0,10,Brick,2,5,68.9
1100,84,56.239613,43.970486,0,4,Brick,1,4,25
2570,84,56.289757,43.934822,0,23,Brick,1,5,40.1
1800,75,56.318226,43.869766,0,5,Brick,1,3,32
5880,76,56.28437,44.03023,0,9,Brick,2,4,69
3370,76,56.34894,43.875263,0,17,Brick,1,12,43.2
2650,77,56.28982,43.917564,0,4,Brick,1,4,30.2
4100,76,56.29594,44.026585,0,9,Brick,3,4,64
5600,76,56.289703,44.075436,0,10,Brick,3,1,88
3990,74,56.368256,43.80991,0,14,Brick,3,11,79
1530,73,56.262596,44.066883,0,3,Brick,1,2,31
3700,73,56.27018,43.889816,0,9,Brick,3,2,73
3800,73,56.30098,44.08247,0,17,Brick,1,9,48
2750,74,56.288124,43.876995,0,5,Brick,3,3,59
2008,74,56.232597,43.834614,0,10,Brick,1,3,37.81
4300,74,56.32138,44.020412,0,9,Brick,3,6,61
2500,75,56.338394,43.61751,0,9,Brick,3,1,60
2700,74,56.294067,43.93606,0,5,Brick,2,3,43
7700,75,56.31172,44.025093,0,11,Brick,3,8,100
2150,72,56.33387,43.846012,0,9,Brick,1,7,33
3300,72,56.288124,43.876995,0,5,Brick,2,5,54
1650,74,56.381718,43.7895,0,2,Brick,2,2,40
2995,74,56.267162,44.023533,0,19,Brick,2,18,57
4400,72,56.368256,43.80991,0,10,Brick,3,6,80
2900,72,56.23998,43.8312,0,10,Brick,2,6,47
2300,72,56.23221,43.87591,0,9,Brick,1,3,36.8
2300,72,56.25423,43.869812,0,5,Brick,2,3,44
2300,72,56.228428,43.86746,0,5,Brick,2,5,40
3900,78,56.294926,44.062885,0,9,Brick,2,8,50
1900,78,56.218067,43.860504,0,17,Brick,1,14,24
2400,78,56.23998,43.8312,0,10,Brick,1,1,32
3500,79,56.299953,43.93725,0,5,Brick,3,4,53
6280,79,56.292088,44.068142,0,17,Brick,3,6,85
2100,79,56.346916,43.80119,0,5,Brick,2,3,45
2600,79,56.370354,43.801037,0,9,Brick,2,5,50.8
1750,79,56.291584,43.906273,0,2,Brick,2,2,42
3100,85,56.331493,43.9645,0,8,Brick,1,5,43
2220,85,56.3077,43.943222,0,4,Brick,2,4,42
2100,85,56.255363,43.9701,0,9,Brick,1,7,29
9500,78,56.288124,43.876995,0,5,Brick,3,5,126
5200,78,56.342846,43.93042,0,9,Brick,3,2,77
3650,80,56.288124,43.876995,0,9,Brick,3,5,65
3500,80,56.23573,43.826576,0,9,Brick,4,3,77
3900,80,56.2311,43.82768,0,10,Brick,3,8,72
2600,80,56.234295,43.868526,0,5,Brick,2,3,47
4590,80,56.217915,43.83773,0,16,Brick,1,2,51
3000,80,56.288326,43.951565,0,9,Brick,2,7,43
2600,80,56.226994,43.86593,0,5,Brick,3,1,59
2470,81,56.292374,43.84941,0,2,Brick,3,2,70
1550,80,56.27292,43.908978,0,2,Brick,1,1,31
2560,73,56.34227,43.84595,0,5,Brick,2,2,46.3
4700,73,56.313744,44.06823,0,10,Brick,3,1,70
1400,73,56.305122,43.885128,0,2,Brick,1,1,31
5657.31,72,56.267162,44.023533,0,17,Brick,3,8,91.1
1870,73,56.29594,44.026585,0,2,Brick,1,1,32.7
2600,72,56.2436,43.828068,0,10,Brick,2,8,55
14500,72,56.323822,44.028606,0,6,Brick,3,4,102
2350,72,56.26834,43.89339,0,5,Brick,2,2,41.8
3000,72,56.321804,44.004173,0,3,Brick,1,1,42
3700,72,56.29012,44.04414,0,5,Brick,3,3,63
2650,75,56.29012,44.04414,0,5,Brick,1,4,31
2900,75,56.303955,43.93607,0,10,Brick,1,8,34
2300,75,56.23202,43.880123,0,9,Brick,1,5,35
25000,75,56.33462,43.9124,0,10,Brick,1,1,32.3
4500,73,56.284824,44.07303,0,17,Brick,2,14,69
2500,75,56.314327,43.999905,0,2,Brick,1,2,32
3871,75,56.288124,43.876995,0,17,Brick,1,8,49
3200,78,56.33512,43.931183,0,9,Brick,2,7,51.9
13200,79,56.31585,44.003532,0,8,Brick,2,8,120
2200,75,56.28114,43.91999,0,5,Brick,2,2,45
6500,76,56.34894,43.875263,0,17,Brick,3,6,91.2
3200,76,56.360283,43.84961,0,9,Brick,2,4,52
2350,76,56.361828,43.85063,0,5,Brick,2,3,43
2600,76,56.31184,43.942745,0,2,Brick,3,2,55
1700,76,56.354134,43.835747,0,3,Brick,3,2,42
2760,78,56.266716,43.876575,0,5,Brick,4,5,60
2100,79,56.348957,43.843662,0,2,Brick,2,2,55
5850,79,56.284466,44.073017,0,17,Brick,3,16,90
7500,79,56.319244,43.997578,0,5,Brick,3,2,75
4200,79,56.324757,43.94148,0,9,Brick,3,6,66
3650,79,56.331734,43.867,0,9,Brick,3,9,70.2
3200,78,56.358624,43.855457,0,9,Brick,2,6,47
2870,79,56.309635,44.07035,0,20,Brick,2,6,41
2900,79,56.24149,43.96982,0,5,Brick,2,2,48
2500,79,56.23406,43.96583,0,10,Brick,1,1,40
4588.5,79,56.229843,43.957207,0,10,Brick,3,7,80.5
2700,79,56.288124,43.876995,0,10,Brick,1,3,35
2750,92,56.262493,43.8494,0,9,Brick,2,8,43
4350,92,56.320892,44.02361,0,9,Brick,3,8,64
1650,92,56.29958,43.90903,0,2,Brick,1,1,32.2
5800,93,56.321804,44.004173,0,4,Brick,3,3,83
3600,93,56.28812,43.936108,0,5,Brick,2,4,58
2600,93,56.285923,44.04552,0,17,Brick,1,5,45
2770,94,56.267487,43.874893,0,5,Brick,4,4,60
1830,94,56.313225,43.87344,0,9,Brick,1,5,36.4
2200,94,56.253304,43.855724,0,9,Brick,1,2,35
1500,94,56.360725,43.81825,0,9,Brick,1,1,21
2200,94,56.3453,43.80303,0,6,Brick,2,2,45.5
2850,94,56.288124,43.876995,0,5,Brick,2,4,55.8
8900,94,56.328957,44.01832,0,4,Brick,4,2,95
3700,94,56.342407,43.942024,0,10,Brick,2,9,60
2500,94,56.37155,43.80054,0,12,Brick,1,12,43
2000,95,56.334312,43.886276,0,3,Brick,2,1,33
2600,95,56.293027,44.038056,0,5,Brick,2,4,43
2580,95,56.231964,43.860855,0,9,Brick,2,6,39
4660,95,56.261555,44.014763,0,17,Brick,2,8,63.6
3300,89,56.27098,43.9823,0,9,Brick,2,7,43
2150,89,56.263462,43.97571,0,2,Brick,2,2,55
2400,89,56.2807,43.989105,0,5,Brick,1,4,32
2670,93,56.33755,43.919632,0,9,Brick,2,8,43
1790,93,56.29006,43.940464,0,5,Brick,1,5,32.6
4680,94,56.321735,43.990814,0,2,Brick,2,1,73.9
3450,94,56.294292,44.027737,0,5,Brick,2,2,43
1800,95,56.231098,43.82768,0,9,Brick,1,2,30
4600,95,56.343064,43.944317,0,10,Brick,2,8,65
2200,95,56.360581,43.811591,0,5,Brick,2,1,38
2350,95,56.3208,43.92556,0,10,Brick,1,2,45
5474.66,95,56.311721,44.025094,1,17,Brick,2,8,73.97
11800,95,56.310108,43.996473,0,10,Brick,3,7,93
2550,95,56.311232,43.994748,0,4,Brick,1,3,31
2900,95,56.28972,44.075471,0,5,Brick,1,3,35
7700,95,56.311721,44.025094,1,17,Brick,3,7,100
5491.2,95,56.311721,44.025094,1,17,Brick,2,6,70.4
12206.75,95,56.311721,44.025094,1,17,Brick,4,16,155.5
3837.6,95,56.311721,44.025094,1,17,Brick,1,8,49.2
2800,95,56.332975,43.941308,0,12,Brick,1,8,43
5780,95,56.348926,43.872712,0,17,Brick,3,15,90.98
3800,95,56.345135,43.934382,0,9,Panel,2,9,66
3400,95,56.267174,43.914413,0,17,Brick,1,7,44
3400,95,56.257113,43.975659,1,18,Brick,1,5,48
1350,95,56.37911,43.793938,0,2,Brick,1,1,34
5922.15,95,56.348926,43.872712,0,17,Brick,3,11,91.11
2500,95,56.323428,43.991101,0,2,Brick,2,1,26
2200,95,56.231558,43.866532,0,5,Brick,2,4,44
4256.8,95,56.348926,43.872712,1,17,Brick,2,8,62.6
3100,95,56.363683,43.810989,0,9,Brick,3,4,57.1
5040.2,95,56.311721,44.025094,1,17,Brick,2,14,63.8
4352,95,56.348926,43.872712,1,17,Brick,2,16,64
2560,95,56.282071,44.063209,0,9,Brick,1,5,33
3500,95,56.318042,44.063155,0,17,Brick,1,6,42
3650,95,56.318042,44.063155,0,6,Brick,1,4,37
1960,95,56.348302,43.857585,0,9,Brick,1,6,32.4
3081.6,95,56.348926,43.872712,1,17,Brick,1,8,42.8
4200,95,56.30889,44.024914,0,10,Brick,2,9,47
2450,95,56.322369,43.930481,1,12,Brick,1,5,36
3600,116,56.298428,44.074455,0,9,Brick,2,2,50
1700,116,56.192039,43.890095,1,3,Monolithic,2,1,53.2
5100,116,56.329914,43.785835,0,10,Brick,3,5,76.3
2250,116,56.313518,44.008223,0,9,Brick,1,5,22
4138,116,56.230068,43.822062,1,10,Brick,3,2,71.4
5200,116,56.255097,43.973288,0,17,Monolithic,2,16,75
2200,116,56.236776,43.86355,0,5,Panel,2,3,44
3850,116,56.368256,43.80991,0,14,Brick,3,7,78
3000,116,56.316828,43.874796,0,5,Block,3,3,57.4
1850,115,56.329132,43.920513,0,9,Brick,1,1,30
2400,115,56.2486273259,43.8679321179,0,5,Brick,1,4,43
2400,115,56.314372,43.878084,0,5,Brick,1,2,30
4300,115,56.308002,43.936314,0,2,Brick,3,1,70
2300,115,56.31229,43.880546,0,5,Panel,2,4,43
2400,115,56.316339,44.023755,0,9,Brick,2,6,76
1900,115,56.286697,43.984571,0,18,Brick,1,6,55
1840,115,56.347055,43.852815,0,5,Panel,1,5,31
8990,115,56.324463,44.001888,0,7,Brick,5,3,149
2900,115,56.347265,43.936259,0,16,Monolithic,3,11,92
5736.6,115,56.287622,43.985505,0,18,Monolithic,3,2,104.8
2650,116,56.283375,44.043985,0,9,Panel,2,6,46
1950,115,56.24075,43.83694,0,2,Brick,2,1,39
2150,115,56.350896,43.872488,0,9,Panel,1,8,33
4350,115,56.344721,43.933807,0,9,Brick,3,8,68
2600,115,56.285518,43.939125,0,16,Brick,1,3,40
6700,115,56.315316,43.99968,0,9,Brick,3,7,59.7
2400,115,56.32379,43.878822,0,5,Brick,2,3,45
2500,115,56.347404,43.801693,0,5,Brick,2,1,45
2400,115,56.316339,44.023755,0,9,Brick,2,6,76
3900,116,56.366844,43.802823,0,10,Panel,4,2,90
2900,117,56.292278,44.008044,0,4,Brick,2,4,36
2550,117,56.31568,44.050004,0,9,Brick,1,8,35
6990,117,56.325444,44.031696,0,9,Brick,3,3,98.3
2350,117,56.223807,43.953049,0,10,Brick,1,5,31.3
5300,117,56.310632,44.011089,0,14,Brick,2,9,66
5350,117,56.331069,43.873314,0,10,Brick,1,10,61
5000,117,56.296384,44.065419,0,14,Brick,2,5,62
2600,117,56.2688493592,43.8740772884,0,5,Panel,2,1,47
2620,117,56.332262,43.913559,0,9,Brick,2,5,46
2200,117,56.316564,43.884337,0,5,Brick,2,3,44
2100,117,56.267977,43.978291,0,2,Brick,1,2,35
2800,117,56.318501,43.943706,0,4,Brick,2,3,54.6
5120,117,56.324463,44.001888,1,14,Brick,3,10,88
4500,117,56.324463,44.001888,0,10,Brick,3,9,67
4500,117,56.243565,43.862948,0,5,Brick,3,4,69
2450,117,56.24442,43.84131,0,5,Brick,2,4,42
7500,117,56.358612,43.85417,0,10,Brick,3,10,83.8
2050,117,56.318476,43.892906,0,5,Brick,2,3,43
2534,117,56.261917,43.986412,0,17,Brick,1,8,39.9
1135,117,56.324463,44.001888,1,8,Brick,2,4,35.17
900,117,56.324463,44.001888,1,3,Brick,1,3,20.42
2000,117,56.383198,43.78944,0,10,Brick,1,7,34
1600,117,56.283524,44.088764,0,9,Brick,1,3,33
1679,117,56.284943,44.07963,0,9,Brick,1,8,33.5
1679,117,56.284943,44.07963,0,9,Brick,1,2,33.5
2509,117,56.284943,44.07963,0,9,Brick,2,4,53
2800,117,56.293027,44.038056,0,5,Brick,2,4,43
2200,117,56.340854,43.909957,0,10,Brick,1,6,31
2250,117,56.228426,43.867457,0,9,Brick,1,2,35
2700,117,56.324463,44.001888,0,5,Brick,2,3,46
3800,117,56.327401,43.93581,0,9,Brick,3,8,76
2800,117,56.293027,44.038056,0,5,Brick,2,4,43
2700,117,56.293027,44.038056,0,5,Brick,2,4,43
2600,116,56.234344,43.871277,0,9,Brick,2,3,37.9
1570,116,56.269085,43.870125,0,9,Brick,1,2,21
5500,116,56.313898,43.994802,0,9,Brick,4,3,75
2500,116,56.27232,43.929066,0,5,Brick,2,3,48
6900,116,56.308026,44.029944,0,10,Brick,3,8,88
2960,116,56.225768,43.85957,0,5,Panel,3,3,50.2
4100,117,56.335605,43.930061,0,9,Panel,3,8,69.5
3900,117,56.324463,44.001888,0,6,Brick,2,3,60.3
1800,117,56.324463,44.001888,0,9,Brick,1,4,31.6
4100,117,56.324463,44.001888,0,5,Brick,3,3,80
3550,117,56.324463,44.001888,0,9,Brick,4,4,65
2590,117,56.324463,44.001888,0,9,Brick,1,6,34
2300,117,56.324463,44.001888,0,9,Brick,3,4,50
6500,117,56.324463,44.001888,0,9,Brick,2,4,60
3460,117,56.287636,43.94395,0,9,Brick,3,2,61
2130,117,56.337287,43.873467,0,9,Brick,1,7,32
1100,117,56.336548,43.882396,0,5,Brick,1,5,18
2100,117,56.319529,43.944847,0,5,Brick,2,4,46
2222,116,56.283839,43.910873,0,5,Brick,2,1,45
1900,116,56.310742,44.001351,0,12,Brick,1,6,57
3600,116,56.345958,43.87158,0,9,Panel,3,9,70.7
2600,114,56.328842,43.9232,0,4,Brick,2,1,37
3250,115,56.22884,43.87716,0,9,Brick,3,2,66
2800,115,56.232773,43.954594,0,9,Brick,1,2,37
3800,114,56.320972,43.982891,0,5,Brick,1,5,43
1900,114,56.310742,44.001351,0,12,Brick,1,6,57
1650,114,56.246906,43.83925,0,5,Brick,1,5,31
6300,114,56.266262,44.076656,1,5,Brick,2,5,83
2000,115,56.267532,43.882261,0,9,Brick,1,2,35.3
4590,115,56.3342500222,43.9454063704,0,9,Panel,3,3,62
2750,114,56.1360112393,43.8467444336,0,9,Panel,2,5,43
2900,114,56.237222,43.966829,0,10,Brick,1,1,41
7700,114,56.307467,44.031211,0,9,Brick,3,2,82
2200,114,56.221489,43.856803,0,10,Panel,1,9,34
4374,114,56.263482,44.021635,0,19,Monolithic,3,14,69.5
2650,114,56.341672,43.868571,0,5,Panel,2,5,44
1800,114,56.28812,43.876987,0,3,Brick,1,1,35
2585.25,114,56.291359,43.937247,1,10,Monolithic,1,3,36
4700,114,56.233094,43.966937,0,10,Brick,2,6,65
2400,115,56.349699,43.8548,0,10,Panel,1,7,35.2
1870,115,56.235335,43.832297,0,10,Panel,1,4,35
1950,115,56.3132187635,43.8956402726,0,6,Brick,1,3,37
3300,114,56.346336,43.864468,0,5,Brick,3,5,53.6
4079.875,115,56.267162,44.023531,0,17,Monolithic,2,8,64
2700,115,56.329914,43.785835,0,10,Brick,1,5,45
1650,115,56.2321,43.83412,0,2,Brick,2,1,37
2499,115,56.33125,43.956802,0,5,Brick,2,3,38
4400,115,56.341915,43.914555,0,10,Brick,3,4,80
2650,115,56.218722,43.8631,1,17,Panel,1,8,35.4
2700,115,56.342125,43.90978,0,10,Brick,1,5,45
1800,115,56.238552,43.829865,0,10,Brick,1,8,30
1849,115,56.283524,44.088764,0,9,Brick,1,4,37
2850,115,56.243626,43.86671,0,5,Brick,3,4,54.5
2478,115,56.255363,43.9701,0,17,Brick,1,6,38.7
2000,115,56.28849,43.848576,0,5,Brick,2,4,44.5
2150,115,56.345294,43.857522,0,5,Panel,2,1,46
2250,115,56.321012,43.925749,0,5,Brick,1,3,31.2
3100,115,56.336899,43.834148,0,9,Brick,2,4,55
3200,115,56.281666,43.916424,0,9,Brick,2,2,42
1900,115,56.322594,43.976486,0,5,Brick,2,2,39
1700,115,56.3214,43.868446,0,2,Brick,2,2,36
1800,115,56.334622,43.9124,0,9,Panel,1,7,30
3900,116,56.343453,43.841343,1,10,Brick,3,6,75
3250,116,56.3333,43.8942,0,5,Brick,3,2,62
1900,116,56.258243,43.849751,0,5,Brick,1,1,31.1
2290,116,56.327401,43.93581,0,9,Brick,1,2,35
2350,116,56.3333,43.8942,0,5,Brick,2,1,45
2500,116,56.289585,43.85639,0,3,Brick,3,1,64
11000,116,56.360283,43.84961,0,5,Brick,1,5,33
2950,116,56.277363,43.91088,0,5,Brick,2,4,43.3
3800,116,56.30229,44.039062,0,5,Brick,3,5,61.3
3000,116,56.305129,43.989152,0,5,Brick,2,5,40
4500,116,56.285853,43.952573,0,10,Panel,3,8,76.4
4200,116,56.289757,43.934822,0,9,Brick,3,8,63.8
2000,116,56.342865,43.910379,1,10,Panel,1,1,32.3
5500,116,56.369812,43.799599,0,9,Brick,3,5,67
2500,116,56.223305,43.95199,0,10,Brick,1,4,33
1950,113,56.345259,43.805536,0,10,Panel,1,3,34
2480,113,56.1913118369,43.8593581693,0,3,Monolithic,2,3,50
2600,113,56.30502,43.937598,0,5,Brick,3,1,57.4
8000,113,56.340136,43.93007,0,16,Monolithic,4,7,138
1900,113,56.292198,43.988514,0,5,Brick,1,2,23
2900,113,56.22759,43.861906,0,9,Panel,3,5,58
4400,113,56.28497,44.04395,0,19,Brick,2,6,68
2200,114,56.2880564486,43.9821629711,0,5,Brick,1,4,40
1340,114,56.340585,43.829809,0,9,Brick,1,9,20
3300,114,56.324463,44.001888,0,9,Brick,4,1,86
2350,114,56.324463,44.001888,0,5,Brick,2,1,50
2100,114,56.324463,44.001888,0,5,Brick,2,3,42
2550,114,56.324463,44.001888,0,5,Brick,2,4,42
3580,114,56.324463,44.001888,0,9,Brick,3,4,61
2600,114,56.280113,43.916683,0,5,Brick,2,3,42
2450,114,56.324463,44.001888,0,9,Brick,2,1,50
2000,114,56.324463,44.001888,0,3,Brick,2,3,42.1
6500,114,56.324463,44.001888,0,10,Brick,2,8,62.8
2700,117,56.32732,43.91035,1,10,Brick,1,10,42
