Price,Date,Lat,Lng,Housing,Floors,House,Rooms,Floor,Area
3200,215,56.310907,44.025695,0,9,Brick,1,4,35.4
1500,215,56.14218,43.794155,0,2,Brick,2,2,43
3600,215,56.285558,43.988056,0,17,Monolithic,1,1,59.5
4120,215,56.2646128987,43.8994332728,1,16,Monolithic,2,5,79
1350,215,56.387363,43.7715,0,1,Brick,2,1,55
2550,216,56.316124,43.94086,0,3,Brick,2,3,51
3020,216,56.26731,43.872345,0,5,Brick,3,5,58.3
3600,216,56.272297,43.979736,0,9,Brick,3,1,64.9
2200,216,56.290504,44.00834,0,2,Wooden,2,2,47
2850,216,56.26246262,43.89267349,0,9,Brick,2,3,46
1900,216,56.26717377,43.91441345,0,5,Brick,1,1,32.3
2250,216,56.310797,43.922865,0,5,Brick,2,2,46
4250,216,56.343064,43.944281,0,9,Panel,2,4,60
2500,216,56.262527,43.89641,0,9,Panel,3,5,56
3600,216,56.2818511371,44.0836818654,0,14,Brick,2,4,59.8
5100,216,56.313563,43.938712,0,12,Brick,3,7,78
1744,216,56.363857,43.815617,0,11,Brick,1,10,32
2700,216,56.24481,44.002717,0,4,Brick,2,3,43
4950,216,56.285518,43.939125,0,8,Panel,2,2,51
2400,216,56.31953,43.944847,0,5,Brick,2,2,45
2730,216,56.336304,43.87238,0,9,Panel,2,4,44
3300,216,56.296769,43.995458,0,9,Brick,2,6,42.6
2300,216,56.3691207044,43.8001128466,0,9,Panel,2,1,41
5500,216,56.3439639166,43.9319310847,0,12,Panel,4,2,86
4500,216,56.333375,43.954917,0,6,Brick,2,4,79
3400,232,56.248136,43.862004,0,4,Brick,3,3,80
3545,232,56.264237,44.022003,0,19,Monolithic,2,14,51.2
5500,230,56.304076,44.076163,1,14,Monolithic,2,14,72
1500,232,56.246671,43.856165,0,4,Brick,2,1,40.3
3000,232,56.333639,43.842978,0,10,Brick,1,8,38
4000,232,56.21823,43.841084,0,12,Brick,3,11,73
1700,232,56.255362,43.970099,0,5,Brick,1,1,30
2600,232,56.24488,43.859245,0,5,Brick,3,1,60
1800,232,56.345294,43.857522,0,5,Panel,1,4,32
1750,232,56.352652,43.838127,0,5,Panel,1,4,31
960,231,56.25867462,44.00502396,1,3,Brick,1,3,20
3900,231,56.338863,43.912411,0,10,Brick,3,1,72
2200,231,56.237842,43.829701,1,10,Panel,1,1,32
3280,231,56.340829,43.910064,0,10,Panel,2,8,48
5050,231,56.280098,43.990597,0,9,Brick,3,5,65
5250,231,56.340121,43.950156,0,17,Block,2,11,62
2590,231,56.318221,43.890023,0,4,Brick,3,2,58
3800,231,56.327427,44.006912,0,9,Brick,2,9,43.6
3200,231,56.292438,44.04191,0,5,Brick,2,1,45
4550,233,56.318226,44.025364,0,9,Brick,3,5,64
2950,233,56.317572,43.88713,0,2,Brick,3,2,71
3400,233,56.324236,43.93033,0,19,Monolithic,2,5,52
2000,233,56.360212,43.814286,0,5,Panel,2,1,40
2300,233,56.288124,43.876995,0,9,Brick,2,4,38
2300,233,56.32513,43.939295,0,9,Panel,1,7,34
29500,233,56.324755,43.999411,0,4,Brick,4,2,174
1370,233,56.228751,43.855231,0,2,Brick,1,1,25
5000,233,56.340056,43.879207,0,9,Panel,4,1,85
1900,233,56.292553,44.001216,0,2,Panel,2,2,32
2000,233,56.27908707,43.9058342,0,9,Brick,1,2,29
1850,233,56.314846,43.889753,0,5,Brick,1,2,31.8
3700,233,56.367936,43.804961,0,10,Panel,4,4,94
2870,234,56.2382,43.955116,0,25,Brick,1,13,32
3550,234,56.350243,43.853615,0,10,Brick,2,6,52
3500,234,56.324577,43.991028,0,9,Brick,1,4,35.6
2300,234,56.289158,43.915874,0,5,Brick,2,3,45.4
3300,234,56.34686337,43.8578319736,0,5,Panel,3,1,56
13000,234,56.313648,43.983414,0,18,Brick,4,18,121
3950,234,56.341468,43.916613,0,10,Panel,2,4,62
3200,234,56.287643,43.94395,0,9,Brick,2,1,51.8
2399.999,234,56.260464,43.864296,0,5,Brick,1,4,32
1700,234,56.27076,43.872948,0,9,Brick,1,7,35
2800,234,56.34098053,43.841362,0,9,Brick,2,1,43.3
1304.16,234,56.32991409,43.78583527,1,12,Brick,1,3,35
7400,234,56.305489,43.995683,0,9,Brick,3,7,99
3700,233,56.254042,43.863415,0,5,Brick,2,4,65
4800,233,56.296444,44.034885,0,3,Brick,4,1,140
2300,233,56.305284,43.849536,0,5,Brick,2,1,44
13000,234,56.313628,43.984166,0,18,Monolithic,4,18,121
2300,234,56.305347,43.846714,0,5,Brick,2,1,44
2800,234,56.29489,44.036987,0,5,Brick,2,5,42.2
2200,234,56.360195,43.80993,0,5,Brick,2,5,47
2600,234,56.330032,43.8745,0,9,Brick,2,9,45
2600,234,56.24427,43.835019,0,9,Brick,2,4,51.5
2550,234,56.227154,43.86903,0,3,Brick,3,3,57
2250,232,56.270081,43.915562,0,14,Brick,1,14,39
1750,232,56.217186,43.865105,0,17,Brick,1,15,20
7600,232,56.313214,43.873431,0,9,Brick,4,8,122.3
3650,232,56.285923,44.045521,1,17,Brick,1,13,44
3400,232,56.2862,43.9374,0,5,Brick,3,3,58
2260,232,56.324463,44.001888,0,9,Brick,1,3,35
5700,230,56.242034,43.862552,0,5,Brick,2,2,64
3850,231,56.323937,43.871104,0,9,Panel,3,4,60.7
1100,231,56.247601,43.82547,0,5,Brick,1,2,21
2600,230,56.30059,44.036116,0,5,Panel,2,1,42.5
5350,231,56.237832,43.84217,0,17,Block,2,2,80
4420,231,56.258563,43.980187,0,17,Brick,2,11,64.3
1500,233,56.326783,44.002687,0,2,Brick,2,1,42
3000,233,56.308111,44.019695,0,5,Brick,2,1,42
1750,234,56.233936,43.829136,0,9,Brick,1,4,30
1400,234,56.243164,43.830185,0,2,Brick,1,2,27
3300,234,56.22338,43.870224,0,12,Brick,2,11,56
2809.8,234,56.342865,43.910378,0,17,Brick,2,3,46.2
7800,234,56.347584,43.873215,0,17,Brick,4,10,105.45
1300,234,56.22784,43.851234,0,2,Block,1,2,27
900,234,56.303162,43.940266,0,2,Wooden,1,2,24
3400,233,56.302428,44.029136,0,4,Brick,2,1,49
1550,233,56.336219,43.92141,0,9,Panel,1,6,22
2550,234,56.266697,43.875118,0,5,Brick,3,2,50
2100,233,56.312782,43.88385,0,5,Brick,2,1,46
2900,233,56.29052,44.05243,0,5,Brick,2,4,51.3
1999.999,233,56.23169,43.87466,0,9,Brick,1,4,32
2495,233,56.262547,43.90848,0,23,Brick,1,14,38.5
1600,233,56.322815,44.01062,0,4,Brick,1,3,26
2305,233,56.2311,43.82768,0,10,Brick,1,3,43.5
3060,233,56.27186,43.979603,0,9,Brick,1,2,35
1450,233,56.33428,43.836716,0,9,Brick,1,5,21
6000,233,56.280726,43.939071,0,10,Brick,6,5,102
3850,233,56.298477,44.060784,0,17,Monolithic,1,5,52
2050,233,56.218067,43.860504,0,10,Brick,1,6,39.6
2495,233,56.262547,43.90848,0,23,Brick,1,3,38.4
1900,233,56.245915,43.744972,0,5,Brick,2,3,48
3200,233,56.237172,43.842969,0,17,Brick,1,3,42
2950,234,56.226459,43.858726,0,5,Brick,4,2,60
3300,234,56.346043,43.804478,0,5,Brick,4,3,80
8000,234,56.326885,44.005985,0,18,Brick,2,15,74
2150,234,56.2996621988,44.048342653,0,5,Panel,1,1,28.7
2100,234,56.340545,43.869209,0,5,Panel,1,2,32.2
2800,234,56.318276,43.920081,0,5,Brick,2,3,58.1
1990,233,56.361828,43.850632,0,5,Panel,1,4,33.4
2800,233,56.290989,44.037248,0,5,Brick,2,2,43
2350,233,56.35134,43.862013,0,10,Panel,1,9,35.5
2000,233,56.236126,43.861888,0,5,Brick,2,5,44
2100,233,56.233529,43.864277,0,5,Panel,2,3,46
2850,235,56.3268655115,43.919793879,0,10,Monolithic,1,4,37
2000,235,56.344013,43.87153,0,5,Brick,1,3,33
3200,235,56.34554,43.838837,0,9,Brick,2,9,48
1200,234,56.288124,43.876995,0,6,Brick,1,5,32
2300,234,56.319779,43.886079,0,5,Brick,2,5,44
2500,234,56.288124,43.876995,0,2,Brick,4,2,110
1450,234,56.272495,43.883816,0,9,Brick,1,9,29
3400,235,56.32524,44.024114,0,2,Brick,3,2,68
1650,235,56.348447,43.90692,0,2,Brick,2,1,40
5206.005,234,56.30932,44.02709,0,24,Brick,2,16,71
7300,235,56.33166,43.869263,0,16,Brick,4,3,120
5100,235,56.317963,44.06323,0,17,Brick,2,9,58
2500,235,56.284329,44.052726,0,5,Panel,2,1,39
1700,208,56.2354,43.86803,0,5,Brick,1,5,32
3000,208,56.229161,43.819829,0,10,Panel,2,8,52.8
3650,208,56.280511,44.048432,0,14,Brick,2,9,47
6900,208,56.342825,43.948683,0,7,Monolithic,3,2,100
3050,208,56.262542,43.892718,0,9,Panel,2,6,52
2250,208,56.223211,43.851449,0,9,Brick,1,6,40
5000,208,56.333834,43.892799,0,7,Block,2,3,69
2100,208,56.3682251,43.8104248,1,5,Brick,2,3,59
4400,208,56.309368,44.028568,0,9,Brick,3,3,61
3050,208,56.362237,43.826413,0,9,Panel,3,9,64
2400,209,56.246351,43.825551,0,5,Panel,2,2,47
4400,207,56.287758,43.934814,0,8,Brick,2,3,52
2000,207,56.340275,43.828614,0,5,Brick,2,4,44
2650,207,56.331867,43.963038,0,5,Brick,2,2,46
5000,207,56.321087,43.985702,0,5,Brick,3,5,62
4800,207,56.337471,43.936133,0,17,Brick,2,9,63
6000,207,56.316454,43.998099,0,9,Brick,3,9,66
3400,207,56.232038,43.942682,0,9,Brick,2,1,43.4
2900,207,56.232649,43.968482,1,10,Brick,2,1,57.7
3700,207,56.297573,44.027483,0,10,Panel,3,1,66
2800,207,56.232469,43.875326,0,9,Brick,2,9,48.3
2300,207,56.340285,43.924473,0,10,Panel,1,2,35.1
7978.28,210,56.345988,43.87158,1,17,Brick,3,8,114.81
374.4,210,56.313139,44.014395,1,17,Brick,1,7,48
5922.15,210,56.345988,43.87158,1,17,Brick,3,12,91.11
5144.2,210,56.345988,43.87158,1,17,Brick,2,14,75.65
2500,210,56.324636,43.929423,0,12,Brick,1,12,35
5353.83,210,56.313139,44.014395,1,17,Brick,2,10,67.77
3460,210,56.32217,43.937912,0,9,Brick,3,1,60.5
5000,210,56.240017,43.861439,0,14,Brick,3,8,73
2050,210,56.33457184,43.84926605,0,5,Brick,2,5,47
1970,209,56.27749,43.97962,0,5,Brick,1,5,32
3100,209,56.345259,43.805536,0,9,Panel,3,4,70
2350,209,56.347404,43.801692,0,5,Panel,2,1,45
3000,209,56.32860565,43.93579102,0,9,Brick,2,7,50
3320,209,56.285558,43.988056,0,18,Monolithic,1,5,41
5395,209,56.304076,44.076163,0,14,Monolithic,2,13,64
3000,209,56.239758,43.962562,0,5,Brick,2,2,45
1800,209,56.338394,43.61751,0,2,Brick,3,2,54
1500,209,56.342126,43.909777,0,10,Block,0,4,17.5
4200,209,56.342845,43.93042,0,9,Panel,3,6,64
2800,209,56.3445875854,43.9234663386,0,9,Panel,2,2,44
1670,209,56.256463,43.864448,0,5,Brick,1,5,31
5000,209,56.22908,43.819767,0,10,Brick,3,5,72.2
1800,209,56.238342,43.828758,0,10,Panel,1,9,30
5300,209,56.34265,43.940966,0,6,Panel,4,4,86
2100,209,56.224087,43.858267,0,5,Panel,1,4,33
3000,209,56.267807,43.875353,0,5,Brick,3,2,52
2800,210,56.3117826091,44.2653648456,0,9,Panel,1,7,33
3003.55,209,56.26565,44.019615,0,17,Brick,1,7,47.3
3680,208,56.265542,43.879001,0,10,Brick,1,8,50
3600,208,56.286617,44.080115,0,10,Brick,1,8,44
3100,208,56.230727,43.85745,0,9,Panel,3,2,60
3950,208,56.236331,43.828066,0,10,Brick,4,6,80
1378,208,56.345554,43.802347,0,5,Brick,1,1,30
30900,208,56.324391,44.020566,0,5,Brick,5,5,317
2650,208,56.231098,43.82768,0,10,Panel,2,10,46
2570.4,208,56.219728,43.866173,0,17,Monolithic,2,10,42
3000,210,56.260391,43.846375,0,9,Brick,2,1,54
2475,210,56.262277,44.019416,0,19,Monolithic,1,13,38
5700,210,56.316684,44.023261,0,10,Brick,1,4,45.7
4000,206,56.294566,44.044174,0,17,Monolithic,1,16,44
2250,206,56.358437,43.811438,0,5,Panel,2,1,46
4250,206,56.313768,43.983394,1,18,Monolithic,1,2,48
4200,206,56.3254444111,43.8701081869,0,9,Brick,4,2,74
4200,206,56.256233,43.985837,0,9,Brick,4,8,74
4200,206,56.26973,43.977997,0,5,Brick,3,3,56
2350,206,56.232599,43.834615,0,10,Panel,1,5,42
6250,206,56.346951,43.930699,0,12,Panel,4,9,91
6956.95,207,56.300979,44.082469,0,17,Monolithic,3,12,100.1
2100,207,56.30811,44.019695,0,5,Brick,1,1,31
2300,207,56.291688,44.071635,0,9,Panel,1,5,35
2900,206,56.326783,44.002687,0,9,Panel,2,5,44
7722.45,207,56.300979,44.082469,0,17,Monolithic,3,4,117.9
2900,207,56.365696,43.82025,0,9,Brick,2,5,44
4829,207,56.2946736366,44.0642928479,1,14,Monolithic,3,4,74.3
4350,206,56.287636,43.94395,0,9,Brick,3,8,70
4100,206,56.300964,43.951468,1,25,Monolithic,3,24,76.4
3450.555,206,56.331463,43.942224,0,10,Panel,4,9,70
1385,206,56.289705,44.075435,0,19,Monolithic,0,18,20
1680,207,56.231434,43.83845,0,3,Brick,2,2,36.7
3300,207,56.297408,44.036385,0,5,Panel,3,2,60
2600,207,56.2946736366,44.0642928479,1,14,Brick,1,2,40
1550,206,56.341912,43.910756,0,10,Panel,0,5,18
3150,208,56.339696,43.915708,1,10,Block,2,10,52
1200,208,56.32732,43.91035,0,10,Brick,1,5,51
2400,208,56.249111,43.858708,0,5,Brick,2,1,45
2000,208,56.319626,43.890717,0,5,Brick,1,2,32
18810,208,56.32335,43.992924,0,7,Brick,3,5,118.1
2400,208,56.306873,43.997047,0,9,Brick,1,6,33
2500,208,56.32223,43.92592,0,6,Brick,1,6,32
2300,208,56.264422,43.881148,0,5,Panel,3,5,45
2450,208,56.260162,43.85522,0,13,Brick,1,6,40
3850,208,56.327484,43.935936,0,9,Brick,3,2,65
3480,208,56.285893,44.042799,0,18,Panel,1,17,44
1390,207,56.242123,43.832882,0,2,Brick,1,1,40.2
2180,207,56.335066,43.839888,0,6,Brick,1,5,33.7
2200,208,56.257243,43.902357,0,9,Panel,1,2,35
1100,208,56.231148,43.82998,0,5,Brick,1,3,22.7
2600,208,56.2863520854,44.0425042703,0,17,Panel,1,16,43
3900,206,56.33681488,43.9393959,0,12,Brick,2,11,52
7200,206,56.241,43.845737,0,17,Brick,3,8,81
5800,206,56.285004,44.07883,0,9,Brick,2,8,77
3900,206,56.265042,44.015994,0,17,Monolithic,2,14,68
2250,206,56.2908,43.943104,0,9,Brick,2,7,35
2646,206,56.230442,43.826246,1,10,Panel,2,6,45.8
3800,206,56.341682,43.924887,0,15,Brick,1,2,42
4900,206,56.236481,43.967772,0,10,Brick,3,6,80
3250,206,56.285853,43.952573,0,10,Block,2,5,62
2900,206,56.313898,43.994802,0,10,Brick,1,6,35
2400,206,56.23278809,43.86104202,0,5,Brick,2,4,42
2190,206,56.28126,43.920628,0,5,Brick,1,2,35
0.001,206,56.26210022,43.85577011,0,9,Brick,3,4,57
3200,206,56.2483902,43.84749603,0,9,Brick,3,4,56
4500,206,56.321793,43.99777,0,10,Brick,1,1,43
1660,206,56.191188,43.858851,0,3,Block,1,3,32
2200,206,56.343952,43.931974,0,12,Panel,1,10,40
2300,206,56.27167,43.922371,0,5,Brick,2,2,42
1499,208,56.34261,43.911366,0,10,Brick,1,4,17.7
2400,208,56.201995,43.773332,1,3,Brick,2,2,70
2350,208,56.360272,43.845314,0,4,Brick,2,3,42
3300,208,56.262547,43.908483,0,5,Brick,2,4,56
3980,208,56.296424,43.950965,0,10,Brick,3,10,66.7
5100,208,56.267162,44.023533,0,17,Brick,3,10,84.3
970,206,56.2316891304,43.8615913307,0,5,Brick,0,3,20.2
3950,206,56.31141281,43.9813652,0,18,Brick,1,6,46
2500,206,56.293242,43.941065,0,9,Panel,2,9,42.4
2850,206,56.273695,43.977914,0,5,Brick,1,3,39
3500,206,56.361474,43.847847,0,5,Panel,4,3,60
2200,206,56.246936,43.84544,0,5,Brick,2,5,45
3600,206,56.349534,43.8533,0,10,Panel,2,1,52
2290,206,56.341213,43.913982,0,10,Brick,2,8,31.9
3250,206,56.27347,43.88095,0,9,Panel,3,4,60
2200,206,56.23474,43.875183,0,5,Brick,2,1,45.6
3500,206,56.295565,43.938235,0,5,Brick,3,2,58
1000,206,56.241596,43.860172,0,1,Wooden,2,1,35
2200,206,56.267982,43.929226,0,3,Brick,2,3,40.4
3600,206,56.324265,43.93739,0,9,Brick,2,4,53.6
2200,207,56.23996,43.95836,0,25,Brick,1,17,33
4850,207,56.263587,44.020243,1,17,Monolithic,2,2,70
2300,207,56.322355,43.981022,0,5,Brick,1,5,31
2700,207,56.362019,43.856667,0,9,Brick,2,7,45
5904.62,207,56.311057,43.981139,0,18,Monolithic,2,6,71.1
2250,207,56.33794,43.911896,0,10,Brick,1,1,32
1850,207,56.326783,44.002687,0,5,Brick,1,1,31.6
1670,207,56.229586,43.882252,0,9,Panel,1,1,32.4
4000,207,56.335929,43.931094,0,9,Panel,3,6,70
2180,207,56.238342,43.828758,0,10,Block,1,4,33
2200,207,56.244884,43.830448,0,2,Brick,3,2,55.5
2600,207,56.294146,44.021698,0,5,Brick,2,5,45
2200,207,56.335066,43.839888,0,9,Brick,1,9,36
10300,207,56.317527,44.028642,0,10,Monolithic,4,8,114
2750,207,56.34513,43.942898,0,12,Brick,1,3,32.8
1900,195,56.2799468197,43.9361962788,0,5,Panel,2,5,45
2160,195,56.351679,43.871742,0,9,Panel,1,4,34
6150,195,56.284054,44.032972,0,10,Panel,3,4,80
2350,195,56.368225,43.810425,0,10,Brick,1,9,42.4
3000,195,56.225913,43.947479,0,10,Brick,1,9,45
5900,195,56.262557,43.908492,0,5,Brick,4,2,96
3800,195,56.297133,43.995072,0,9,Brick,3,2,55
2550,197,56.297408,44.036385,0,5,Panel,1,2,32
2250,197,56.291234,44.013694,0,2,Brick,3,2,40
7000,197,56.287622,43.985505,0,19,Monolithic,3,11,92
2600,197,56.28278,43.981525,0,5,Brick,2,1,43
1956.888,197,56.2858248092,44.0427859979,0,18,Block,1,15,44
4000,197,56.321756,44.028121,0,9,Panel,3,7,63
2300,197,56.294571,44.026603,0,5,Brick,1,5,30
3800,197,56.262252,44.095566,0,5,Brick,2,2,54
1500,197,56.367279,43.786789,0,9,Brick,2,4,36
4300,195,56.31215,44.016074,0,4,Brick,2,4,60
2250,196,56.3310691312,43.8364961167,0,5,Brick,2,1,41.7
1800,196,56.263462,43.97571,0,2,Brick,2,2,55
3300,196,56.280712,44.039413,0,9,Brick,2,4,46
1590,196,56.309359,43.886681,0,9,Panel,1,4,22.5
2990,196,56.23421,43.947334,0,9,Brick,2,9,45
2200,198,56.238953,43.837086,0,5,Brick,2,4,42
2100,198,56.265297,43.878318,0,4,Brick,2,3,41
2850,198,56.2966147943,44.0291290847,0,9,Panel,2,9,43
3400,198,56.311321,43.888595,1,10,Monolithic,2,10,47
6600,198,56.312385,44.002079,0,9,Brick,1,5,71
1750,198,56.34193,43.812534,0,5,Brick,1,5,36
2550,198,56.259788,43.860971,0,5,Panel,3,5,62.2
2300,198,56.218067,43.860504,0,10,Brick,1,7,30
2900,198,56.321087,43.985702,0,5,Brick,2,1,43
2700,198,56.219222,43.833941,0,9,Panel,2,9,66
4700,198,56.343912,43.937867,0,6,Panel,3,4,70
1990,198,56.233562,43.822388,0,5,Brick,1,3,30.3
3160,198,56.281081,43.990167,0,5,Brick,2,3,47.1
2600,198,56.290584,43.931175,0,5,Brick,2,5,44
3400,198,56.37155,43.800542,0,9,Panel,3,1,65
2900,198,56.228426,43.867457,0,9,Panel,2,7,50
3900,198,56.253242,43.845547,0,9,Panel,3,4,69
3700,213,56.283025,44.043024,0,9,Panel,2,8,45.6
3650,213,56.282825,44.045656,0,9,Panel,2,7,45.7
1650,213,56.225348,43.855267,0,2,Block,2,2,36
3850,213,56.334617,43.943113,0,12,Brick,2,8,52
2495.55,213,56.267162,44.023531,1,19,Block,1,5,38.1
3750,213,56.28285,44.037284,0,9,Panel,2,6,49
990,213,56.243685,43.823323,0,5,Brick,0,1,18
1470,213,56.239973,43.831201,0,2,Brick,1,1,37
2400,213,56.313124,44.037634,0,6,Brick,1,2,32.5
4550,213,56.217921,43.837723,0,12,Panel,4,2,100
2450,213,56.2816660106,44.0869671786,1,14,Monolithic,1,2,39.2
3600,213,56.298028,43.937533,0,10,Brick,3,2,64
4000,213,56.26950455,43.98059082,0,14,Brick,2,13,52.2
2500,213,56.257702,43.864231,0,5,Brick,2,4,43
2500,213,56.302393,43.912337,0,5,Brick,2,5,44
6100,213,56.284054,44.032972,0,10,Brick,3,4,75.3
4000,213,56.229847,43.957217,0,9,Brick,3,8,63
3100,213,56.233359,43.871203,0,5,Brick,2,3,45
3300,213,56.335865,43.836663,0,5,Brick,3,1,61.4
5279.5,213,56.248371,43.975057,1,10,Brick,4,4,106
5000,213,56.286338,43.944542,0,9,Brick,4,2,80
1900,213,56.263122,43.882998,0,5,Panel,3,1,52
2950,213,56.332796,43.935352,0,14,Brick,1,11,38.6
2650,211,56.24601,43.826988,0,5,Panel,4,5,60
2700,211,56.315201,44.05163,0,9,Panel,2,2,39
6450,211,56.2828,44.035469,0,19,Monolithic,3,18,94.8
2080,211,56.239613,43.970485,0,5,Brick,1,5,32
2000,211,56.272495,43.883816,0,9,Brick,1,3,36
2300,211,56.3382717808,43.9166992315,1,10,Panel,1,6,32
2500,211,56.262547,43.90848,0,5,Brick,2,1,54
13000,211,56.313898,43.994802,0,7,Monolithic,3,5,113
15200,211,56.329372,44.010379,0,9,Brick,4,3,130
4879.3,211,56.264057,44.017799,0,17,Monolithic,3,2,81.7
3550,212,56.276264,43.919542,1,9,Monolithic,1,3,52
1990,212,56.2605306619,43.9867062306,0,3,Brick,1,2,27.4
4000,212,56.242334,43.965957,0,14,Brick,2,3,52
5150,212,56.295865,44.079702,0,9,Brick,3,1,75
4950,212,56.283864,44.073001,0,17,Brick,2,16,66
2800,212,56.232278,43.943679,0,12,Brick,1,1,43
3950,212,56.298162,44.06011,0,11,Monolithic,1,6,49
4850,212,56.308695,43.98369,0,5,Brick,3,2,62
11200,212,56.311182,43.989628,0,10,Brick,4,5,104
3000,212,56.356801,43.831686,0,5,Brick,3,5,60
2100,212,56.292832,44.046348,0,5,Panel,1,1,30.5
2650,212,56.288124,43.876995,0,5,Brick,2,4,45
6017,212,56.372408,43.823853,1,10,Brick,3,7,97
5600,212,56.317962,44.063227,0,10,Brick,2,9,60
5000,212,56.237832,43.84217,0,17,Brick,2,3,72
1635.7,212,56.36641,43.825497,1,16,Brick,1,10,32
1743.66,212,56.367368,43.802725,1,10,Brick,1,7,32.3
2770,212,56.258613,43.848916,0,9,Brick,2,3,50
2329.25,212,56.339692,43.918697,1,10,Panel,1,9,38.5
2350,212,56.312045,43.885289,0,5,Brick,2,3,43
3400,212,56.229847,43.957217,0,9,Brick,3,1,63
2350,212,56.2139523326,44.0195814013,0,3,Panel,2,1,54
2500,212,56.293322,43.951027,0,10,Panel,1,6,33.5
2590,212,56.335815,43.878426,0,5,Brick,2,2,45
5200,213,56.31215,44.016074,0,4,Brick,3,1,75.3
3650,213,56.317963,44.06323,0,9,Brick,3,3,60
2900,213,56.326887,44.005986,0,9,Brick,2,4,42
1550,213,56.37969,43.798179,0,9,Brick,1,4,33
4800,213,56.28972,44.075471,0,17,Brick,3,5,91
1470,213,56.218086,43.860441,0,17,Brick,1,3,20
4700,213,56.280711,44.039413,0,9,Brick,3,7,77
3150,213,56.28219,43.947156,0,9,Panel,2,9,45
2000,213,56.278063,43.924312,0,5,Brick,1,5,30
5700,214,56.309848,44.029989,0,10,Brick,3,3,87
2400,214,56.351589,43.849446,0,3,Block,3,2,52.8
2000,214,56.31254959,43.97962189,0,9,Brick,1,8,33.4
2600,213,56.24911,43.858707,0,10,Brick,1,8,34.7
4000,214,56.291204,43.911663,0,9,Panel,2,2,52.7
2450,214,56.233562,43.822388,0,13,Brick,1,6,40
2550,213,56.292278,44.008044,0,4,Brick,2,4,41.4
5600,213,56.265067,44.022506,0,17,Brick,3,8,80
1650,213,56.383199,43.789439,0,5,Brick,1,2,31
5200,213,56.240798,43.848063,0,17,Brick,2,4,67
3500,213,56.324701,43.95904,0,10,Brick,1,2,32
2700,213,56.322085,43.933582,0,9,Brick,2,8,46
2560,213,56.28972,44.075471,0,19,Brick,1,5,38
4500,213,56.22759,43.861906,0,9,Brick,3,7,62
1750,213,56.331378,43.833663,0,6,Brick,1,6,32
3100,213,56.285518,43.939125,0,16,Brick,1,5,40
3900,213,56.267162,44.023531,0,17,Brick,2,5,60
3650,213,56.288566,44.073046,0,10,Brick,3,2,77
2600,213,56.324636,43.929423,0,9,Brick,2,5,44
2400,213,56.324463,44.001888,0,9,Brick,2,8,40
2390,213,56.33794,43.911897,0,10,Brick,1,4,33
1990,213,56.365234,43.829773,0,3,Brick,2,2,47
4456,213,56.30287,44.043804,0,16,Brick,3,8,77.5
6400,213,56.321648,43.98221,0,5,Brick,4,3,90
2780,213,56.324238,43.93033,0,19,Brick,1,15,36.6
4600,214,56.31355667,44.01392746,0,9,Brick,2,3,60
2860,214,56.283605,43.92503,0,5,Panel,2,2,44
3000,213,56.33682,43.932907,0,9,Brick,3,6,58
2550,213,56.322709,43.869236,0,2,Brick,2,2,59
1450,213,56.1898695572,43.8548512064,1,3,Block,1,1,30.1
2360,213,56.311336,44.03475,0,5,Brick,1,3,28.5
11330.03,213,56.313139,44.014395,1,17,Brick,4,4,146.5
2980,213,56.298352,44.04041,0,5,Panel,2,3,46.2
1890,213,56.267332,43.981642,0,2,Wooden,2,2,47
2700,213,56.311611,43.818005,0,4,Brick,3,1,60
5500,213,56.316154,44.023054,0,10,Brick,1,4,57
2600,213,56.37936,43.795465,0,9,Panel,3,3,59
3081.6,213,56.348926,43.872712,0,17,Brick,1,4,42.8
3120,213,56.234255,43.961268,0,9,Panel,3,3,60
3100,213,56.309109,44.013523,0,5,Brick,2,4,42.8
2000,213,56.267197,43.881336,0,9,Brick,1,5,35
2276,213,56.30287,44.043804,0,16,Brick,1,12,37.3
3500,213,56.270221,43.982792,0,5,Brick,2,5,45
3738.28,213,56.311721,44.025094,1,17,Brick,1,11,47.32
3099.6,213,56.348926,43.872712,0,17,Brick,1,12,43.05
4937.48,213,56.348926,43.872712,0,17,Brick,2,2,72.61
3087.36,213,56.348926,43.872712,1,17,Brick,1,3,42.88
3111.12,213,56.348926,43.872712,1,17,Brick,1,7,43.21
3070.08,213,56.348926,43.872712,1,17,Brick,1,10,42.64
2600,213,56.27239,43.92212,0,5,Panel,2,5,44
4896.68,213,56.348926,43.872712,1,17,Brick,2,7,72.01
4064,213,56.302348,43.946222,1,23,Brick,3,6,67.4
12246,213,56.311721,44.025094,1,17,Brick,4,16,156
7342.8,213,56.345988,43.87158,0,17,Brick,3,12,105.45
3500,213,56.347265,43.936259,0,17,Brick,1,9,46
1500,213,56.29077911,43.85228348,0,3,Brick,2,1,42
2150,213,56.289585,43.85851,0,3,Brick,2,2,44
2550,155,56.342126,43.909777,0,10,Panel,1,9,44
2800,156,56.2254056479,43.946573373,0,9,Panel,2,3,52
2300,155,56.301269,44.079064,0,10,Brick,2,5,73
2544.75,155,56.2631978508,44.0168051469,1,17,Monolithic,1,11,46.5
1680,155,56.217185,43.865104,0,17,Block,0,9,20
3500,156,56.289705,44.075435,0,10,Brick,1,9,40
2650,156,56.323642,43.871796,0,9,Panel,2,6,45
